word,segmentation,segment_type,related_words,notes
wreck,wr.eck,verified,d.eck; wr.eak; wr.ench; wr.etch.ed,[riːk ]造成 wreak havoc/vengeance on sth. n. 扳手；扭 adj.（人）不舒服的；不幸的；（事）糟糕的
vengeance,ven.ge.ance,verified,re.ven.ge; n.v; a.venge,. [rɪˈvendʒ] v. avenge sth. avenge myself on sb.
cardigan,cardi.gan,verified,cardi.nal; cardi.ology; cardio.vascular; ve.gan; pan.gan; hooli.gan; Kal.gan,红衣主教 心脏学 心血管的 ['viːɡən] 张家口
perplexity,per.plex.ity,verified,com.plex.ity,-plex- 纠缠； 复杂性；复杂的事；
lanky,lan.ky,verified,,lank (较罕见词)毛发平直无吸引力的 lackey 狗腿子，跟班；lack缺乏 spindly 长而纤弱的
Bolshevik,bol.she.vik,verified,,.
contingency,con.ting.ency,verified,con.ting.ent,依情况而定的；军队小分队，地方代表团；
bereaved,be.reav.ed,verified,,leave
solidarity,solid.ar.ity,verified,,solidity 固态；坚固性； consolidation 巩固（权力，成功等）；合并； solitary 隐士；
contingent,con.ting.ent,verified,con.ting.ency,临时工 n.意外事件 ~ fund 应急基金
prevalence,pre.val.ence,verified,pre.vail; per.va; con.val.escence,v.流行；战胜 . sive 弥漫的 康复期
prosthetic,pro.sthe.tic,verified,pro.sthe.sis; ae.sthe.tic,名词 美学的 isthmus 地峡
chiffon,chiff.on,verified,,chaff 谷壳，干草；开玩笑
spandex,span.dex,verified,dex.ter.ous,['dekstrəs] 灵巧的
sycamore,sy.ca.more,verified,,听起来像 sickmore sycophant n. 谄媚者 中国街头的法国梧桐几乎都是英国梧桐 London Plane 二球悬铃木 真正的法国梧桐是三球悬铃木
unseemly,un.seem.ly,verified,,(21402) seemly (41522)(old-fashioned or formal)
inveterate,in.veter.ate,verified,veter.an,老兵
stubble,stub.ble,verified,stub.born; hob.ble,联想：胡茬子是顽固的 顽固的 stub 烟蒂，铅笔头；票根； stud 钉状物；种马； 捆住马的双腿。跛行 stump 树桩；政治人物的巡回演说； stab v. 捅（人）
pristine,pri.st.ine,verified,prie.st,[priːst ] 教士；司铎；
crouch,cr.ouch,verified,c.ouch,ouch 哎呦 ou 发音[ aʊ ]是最典型的 au 一般是[ ɔː ] 沙发（精神病人躺的那种）；以某种方式表达； hunker down 蹲下，就这一个固定用法； squat 蹲；非法占据；
burly,bur.ly,verified,v.n,bully [ˈbʊli] .霸凌 burr 小舌音的“r”；带芒刺的小果实； burrow 地洞；挖地洞；
devious,dev.ious,verified,dev.iate,v. 偏离（路线）违背（计划）
grimace,grim.ace,verified,,grim （人）严肃的（地方）阴森的（事）糟糕的； ace 扑克牌的A wince 侧重于情不自禁地龇牙咧嘴那么一下下 grimace 侧重于面部表情的主动表达
carton,cart.on,verified,cart.oon,卡通
congeal,con.geal,verified,co.agul.ate,与jelly果冻同源 vt .vi. 区别在于它还有vt.
reversal,re.vers.al,verified,,反转；（角色）转换； reverse 动词；形容词；
ramble,ram.ble,verified,ram.pant; ram.page,ram:联想：乱 （坏事）猖獗的 （植物）疯长的 横冲直撞 比较： ramble 偏向于无目的漫步； stroll 溜达，轻松散步。
confound,con.found,verified,per.plexity; baff.le,联想：con一起found发现。牛顿跟莱布兹尼说，我们一起发现了微积分，使得他困惑惊讶。牛顿还试图证明莱布兹尼有错。 两个意思相联：常用于这样一种场景：通过证明别人是错的，使得他困惑惊讶。 n.困惑迷惘=confusion v. 使完全困惑；难倒
rummage,rumm.age,verified,ran.sack,rum 朗姆酒 是vt.
obliterate,ob.liter.ate,verified,,liter =litre 升 litter n.垃圾；乱丢（垃圾）；猫砂
pellet,pell.et,verified,re.pell.ent,令人反感的；防水剂 驱虫剂
tutelage,tute.lage,verified,tu.ition,tutor 导师 教导 tote [təʊt] 大提包
scowl,sc.owl,verified,c.owl; pr.owl,想象像猫头鹰一样怒视 修道士戴的大兜帽 ；能随风转动的烟囱罩 潜行
wince,win.ce,verified,win.ch,卷扬机 cringe （因为害怕、尴尬）畏缩； flinch 突然畏缩 副总统叫万斯 vance wince 侧重于情不自禁地龇牙咧嘴那么一下下 grimace 侧重于面部表情的主动表达
rubric,rub.ric,verified,,其实不是中文的“套红”的意思 ruby 红宝石 brick 砖 rubicund （脸）健康红润的
appliance,ap.pli.ance,verified,com.pli.ance,with sth. 服从、遵从 utensil（家庭）用具，器皿 cooking utensil
sporadic,spora.dic,verified,dia.spora,spora ['spɔ:rә] 孢子 大流散
squint,squ.int,verified,squ.are,sk. int 身无分文的 st. int v.节约 正方形；广场；squat 蹲；squad 班；squalid 肮脏的；squeamish 晕血的；squeez 挤压
swerve,sw.erve,verified,s.erve; n.erve; vi.vt,slew . 使（车辆）突然转向；车辆突然转向；大量；
frivolity,fri.vol.ity,verified,fri.vol.ous; fri.gate; fris.bee; face.tious,adj.（行为）轻率的 （人）轻率的 n. 护卫舰 n.飞盘 adj. (尤指在不合适的时候)乱开玩笑的
lingerie,lin.ge.rie,verified,re.ve.rie; cote.rie,遐想；白日梦
stroll,str.oll,verified,str.oll.er; str.eet,溜达， 轻松 散步。 （美）婴儿车 = pram ramble 偏向于 无目的 漫步
circumvent,circum.vent,verified,circum.locution; circum.stance; circum.cision; circum.ference,n. 旁敲侧击的话 环境 包皮环切 圆周长 eschew [ɪsˈtʃu:] 避开（某物）
tally,tall.y,verified,tell.y,（英国俚语）电视
polystyrene,poly.sty.rene,verified,poly.mer; sty.rene,高分子聚合物 苯乙烯
creche,cre.che,verified,cra.sh,[kreʃ] [kræʃ] cliche n. adj. 陈词滥调； creche 日间托儿所/幼儿园（包括了baby和children) day nursery 日间幼儿园（只包括 children）
junkie,junk.ie,verified,rook.ie; cook.ie,junk n.无用的东西；中国式帆船； 新手 饼干 drunk 喝醉了的。醉鬼
repeal,re.peal,verified,ap.peal; n.v,可以想象成appeal（呼吁）的反义词 . 上诉(49%)，吸引力(21%)，呼吁(17%)
latent,lat.ent,verified,lat.ency,名词
blunder,blund.er,verified,plund.er; v.n,. 抢劫（战利品） blunt 钝的；直率的； brunt 主要冲击 bumble 笨手笨脚；跌跌撞撞； stumble 绊倒；跌跌撞撞走； stumble across/on/upon 偶然发现，无意中进入；
grubby,grub.by,verified,grum.ble,原意是脏孩子 grub (17312)蛆=maggot；(informal)食物；挖掘 grab 抓 grumpy （18286） 很容易生气的；脾气不好的； 嘟囔 怨言 smutty （小说、图片和言语)下流的
sachet,sa.chet,verified,cro.chet; ca.chet; ha.tchet,小袋 sac (生物)囊 （ 10515 ） sack 麻袋 钩针编织 [ˈkæʃeɪ] 证明优良品质的印章 短柄小斧 [ˈhætʃɪt] 它是tchet结尾，念[tʃɪt]
chummy,chu.mmy,verified,,chubby 胖乎乎的（褒义） chimney [ˈtʃɪmni] 烟囱 genial : friendly and cheerful amiable: friendly and easy to like
rumbling,rumb.ling,verified,rumb.le; rum.bust.ious,远处闹哄哄说的话=>传言 v. 发出隆隆声；打群架； rumba ['rʌmbə] 伦巴舞 rum 朗姆酒 =rambunctious
mottled,mott.led,verified,,motto 座右铭 motive 动机; mottle 动词原型（是个罕见词）：使斑驳；n. 斑点； mottled glass ；frosted glass 两种不同的毛玻璃
plaid,pl.aid,verified,pl.ait; br.aid; pl.ain,[plæd] 联想：助手穿格子花呢裙 [plæt] 辫子 ； [breɪd]辫子 普通的；平原；
docile,doc.ile,verified,,file do mi cile 住所地
picturesque,pictur.esque,verified,pictu.res; grot.esque; burl.esque; arab.esque,图画que 画，往往联系到古画，所以古色古香
atone,a.tone,verified,a.ton.al,adj. （音乐）无调的（没有主音的） penance n.（宗教名词）赎罪；做苦差事；
cranny,cran.ny,verified,gran.ny; cran.ium,奶奶 crane 鹤；吊车； 头盖骨 crevice （岩石或墙壁的）裂缝，裂口
behest,be.hest,verified,,命令 host : 主人 hest ：（古）命令，训喻； hast : have 的第二人称单数
construe,con.strue,verified,con.stru.ct,to build up grammatically 同源 peruse 精读 connotation 一个词隐含的意思
proclivity,pro.cliv.ity,verified,ac.cliv.ity; de.cliv.ity,"向上的斜坡 向下的斜坡 tendency, inclination, propensity（11162） 是中性词"
misogynist,miso.gyn.ist,verified,gyne.phobia; gyne.cology,恐女症 妇科学 orgy （有吃有喝有性的）狂欢
pavilion,pavi.lion,verified,,=> 亭子形状的建筑（不论是否临时，不论大小） pave
triumph,tri.um.ph,verified,um.p,tr . n.王牌 vt.出王牌赢了
capitulate,capit.ul.ate,verified,,capitation [ˌkæpɪˈteɪʃn] 人头税 capital
surreptitious,sur.repti.tious,verified,rept.ile,. ['reptaɪl] 爬行动物 subterfuge n. （欺骗性）秘密手段；诡计
cranium,cran.ium,verified,,cranny 墙上的小孔 crane [kreɪn] 鹤；吊车；
cremate,cre.mate,verified,cre.ate; in.cre.ment; de.cre.ment; ex.cre.ment,"crème =cream 创造 以下都源自create，其实与cremate不同源 n. 排泄物, 粪便 immolate 烧死（某人）"
tenuous,ten.uous,verified,ten.ure,[ˈtenjə]任期；（大学教职的）终身任期； tense 紧张的
Sisyphean,Sisy.phean,verified,Sisy.phus,euro. pean 是他的名字
dawdle,daw.dle,verified,,dawn 黎明 dalliance n. 戏弄；调情； dangle 挂在那里晃荡
spree,spr.ee,verified,spr.ing,spring的ee人 sp. ur flurry 一阵（忙乱 兴奋 雨雪 窸窣）
scrunchy,scr.un.chy,verified,cr.un.chy; cr.un.ch; n.v; scr.un.ch,. scr- 挤压的 脆的 .喀嚓响，发出碎裂声 = crunch
indignant,in.dign.ant,verified,dign.ity; in.dig,联想：感到了不高贵的对待 n. 尊严，高贵 .ent adj. 十分贫困的； indignance这个词不存在
complaint,com.plaint,verified,com.plain; ex.plain; plaint.iff,动词 faint saint 原告
recede,re.cede,verified,con.cede; se.cede; ac.cede,让步；承认（对方的权利、胜利） 脱离，分裂出去； 同意；（君主）就职；
wrangler,wr.angler,verified,,angle
jostle,jo.stle,verified,hu.stle; pe.stle,催促；推搡；忙乱 杵 jovial 天性快活的 thrust 猛推，猛塞； thrush 鸫；真菌性口疮； throng n.拥挤的人群。v.（人群）拥向 tussle (尤指为了争得物品）扭打 ~ for /over sth.
getaway,get.away,verified,stow.away,['stəʊə.weɪ] 偷乘（车、船...）者
sequel,sequ.el,verified,con.sequ.ence; sequ.ence; ob.sequ.ies; pre.quel,后果 序列 葬礼 前传
strife,stri.fe,verified,stri.ve; stri.ke,v. 努力；奋斗 打击；罢工 stifle v. 压制；使窒息；
crumple,crump.le,verified,crumb.le; vt.vi,. 使成碎屑。成为碎屑。 crump 脆的；嘎吱响； crinkle （尤指皮肤、布料或纸张）变皱，起皱纹
mangle,man.gle,verified,man.go,[ˈmæŋgəʊ] 🥭芒果
diminutive,diminu.tive,verified,dimin.ish; diminu.endo,v.减少；贬低 adj.极小的；n.小词 [音乐] 渐弱 minute 分钟 minuet 小步舞 虽然“迷你”是mini，但是“小”的词根是minu
confer,con.fer,verified,,. conference （通常持续几天的大型正式）会议; 体育协会； refer 将…送交给（以求获得帮助） reference 参考文献 商讨(100%)
dalliance,dalli.ance,verified,,. 27377 是dally的名词 dally 33949 v. 拖延；轻率地对待 dilly-dally 磨蹭，犹豫 dawdle 逛荡 磨蹭；dawdle along
tousled,tous.led,verified,tuss.le,~ for/over sth. 扭打（为了争抢东西） tout [taʊt] 兜售；招徕（顾客）
hijab,hi.jab,verified,,想象：先说一声hi，然后jab jab jab jab [dʒæb] 戳；刺；捅 burka 遮住全身仅露眼睛的那种
throes,thro.es,verified,,. throw / θroʊ / 投掷 thrush 鸫；鹅口疮 thrust 猛推；推力；刺；论据的要点； throat 喉咙 throne 王座
geriatric,ger.ia.tric,verified,paed.ia.tric; ger.ont.ology,听起来像：Jerry atric 儿科的 老年学；
inconvenient,in.con.ven.ient,verified,con.ven.ient; con.vent; con.ven.tion,方便的 女子修道院 大会；公约
decadent,decad.ent,verified,n.v; cad.ence,decade ['dekeɪd] 十年 decay [dɪˈkeɪ] . 腐朽； n.抑扬顿挫 乐段的收尾
unequivocal,un.equi.voc.al,verified,equi.voc.ate; equi.ty,v.（故意）含糊其词，支吾，搪塞 n.（金融）净资产；公平；
rescind,re.scind,verified,fa.scin.ate,scind 剪
festoon,fest.oon,verified,,festive 节日的；
draught,dr.aught,verified,dr.aft; l.augh,草稿；汇票；一饮的量；散装的（啤酒）； 没有t waft v.随风飘荡；量词 一阵（风）；一股（香味）
catastrophe,cata.strophe,verified,apo.strophe; cata.clysm; cala.mity; apo.ca.lyp.se,（这个词很常用，词频7000） cata:下 =>急转直下 strophe 诗节 上撇号``` （突然降临的）大灾变 （25000） （引起人员财产损失的）灾难 （14000） （圣经）末日
dangle,dang.le,verified,,dawdle /ˈdɔːdəl/ 磨蹭，闲逛
latch,la.tch,verified,ca.tch; pa.tch; ha.tch,舱口；孵化
ramrod,ram.rod,verified,,ram 猛塞；公羊； rod 棍
haunch,h.aun.ch,verified,l.aun.ch; st.aun.ch; d.aun.t,发射 忠实坚定的；止血； 使胆怯 aun [ɔːn] 而拼音 ong是 [ʊŋ] hunch v.躬背；预感； crouch [kr aʊ tʃ]
tout,t.out,verified,tr.out,[traʊt] 鳟鱼 兜售(57%)，吹捧(31%)，高价卖(4%)，贩子(4%)，刺探(4%)
cordial,cord.ial,verified,cord.on; cord.ur.oy,警戒线 灯芯绒
cosmetic,cos.metic,verified,cos.mic; cos.mos,比较严肃，比如化妆业。 [ˈkɒzmɪk] 宇宙的 [ˈkɒzmɒs] n.宇宙 make-up 这个词更通俗一点。
mealy,mea.ly,verified,,meal
entice,ent.ice,verified,ent.ice.ment; ent.er.tain; enter.tain.ment; se.duce,（9931）ent:娱乐 吸引人的东西 v.娱乐 n.娱乐 （用性或者物质）引诱
Sirius,Siri.us,verified,,发音=serious 与 canine 同源
revision,re.vision,verified,tele.vision; pro.vision,电视 vision 视力；幻象；图像； 供应；法律条款
unanimity,un.anim.ity,verified,anim.al; anim.us; anim.osity,unite 敌意 敌意
ravioli,ra.violi,verified,tor.tel.lini,viola 中提琴 ravioli： 一大片面皮，倒上一坨坨馅，一盖，小滚轮切开。 ： 中国饺子，两个角捏在一起。
touche,tou.che,verified,tou.ch; cli.che,触摸 ['kli:ʃeɪ] n.陈词滥调
oleander,ole.ander,verified,,olive 橄榄
contrive,con.trive,verified,triv.ia; con.trived,strive vi. 努力；奋斗 n.琐事 adj.人为的；做作的； 设计(32%)，发明(29%)，设法做到(25%)，图谋(14%)
exasperate,ex.asper.ate,verified,asper.ity; asper.sions,n.（语言 态度）粗暴严厉 n. (formal)批评意见
exude,exu.de,verified,exu.berant,[ɪgˈzju:bərənt] （人）热情洋溢的；（植物）繁茂的；
scrawl,scr.awl,verified,cr.awl; v.n; scrib.ble; spr.awl; scr.amble,scr- 收缩 [krɔ:l] . 爬行 [ˈskrɪbl] =scrawl script v.伸开四肢坐（或躺）n.植物蔓生； “匆匆忙忙，连滚带爬”
vibrant,vibr.ant,verified,vibr.ate,vibe n.氛围 v.振动 充满活力的(81%)，
drench,dr.ench,verified,dr.ink; tr.ench,n.沟渠；战壕
corpulent,corp.ul.ent,verified,op.ul.ent,-corpus- 词根：身体 （地方）豪华的；（人）极端富裕的； corpus 语料库 corpse 尸体 obese （不健康）非常肥胖的
clench,cl.en.ch,verified,cl.in.ch; cl.u.tch,v.（informal）成功赢得 n.紧紧抱住 n.离合器；一把
cellophane,cello.phane,verified,cellu.lose; tele.phone,-phane 像...的东西 cello n. 大提琴 n.纤维素
respite,re.spite,verified,re.sp; de.spite,ire vi.呼吸 尽管 in spite of spite n.恶意 out of spite：出于恶意 spiteful 怀有恶意的
surmise,sur.mise,verified,pro.mise; pre.mise; de.mise,mise:言语 [ˈprɒmɪs] n.诺言 允诺 ['premɪs] n.前提 [dɪˈmaɪz] v.死亡 动词重音在后，就念[maɪz]；名词重音在前，念[mis]
unassailable,un.assail.able,verified,,assail vt.（用暴力或者言辞）攻击 sail n.帆 v.航行
tussle,tuss.le,verified,tuss.ive; tous.le; vt.vi,[医学]咳嗽的 v.弄乱（头发） truss n.衍架 jostle .（在人群中）推挤 grapple 扭打；努力设法解决；
derelict,de.re.lict,verified,re.lic,[ˈrelɪk] n.遗迹；圣人的遗骨； desolate 荒凉的(78%)，荒芜的(20%)，孤单寂寞的(2%)
grotesque,grot.esque,verified,grot.to; pictur.esque; burl.esque; arab.esque,听起来像grow task [ˈgrɒtəʊ] 洞穴（尤指园林中的人造洞穴） grok 马斯克的AI 滑稽表演
gonorrhoea,gono.rrh.oea,verified,gono.rrh.ea; dia.rrh.oea,美国拼写 gonna [ˈgənə] going to [ˌdaɪə'rɪə] 腹泻
pilfer,pil.fer,verified,pil.grim,pill pelf n.偷窃的钱财
vinyl,vin.yl,verified,fen.tan.yl,['fentənɪl] 芬太尼 polyvinyl [ˌpɒlɪ'vaɪnɪl] vine 葡萄藤；藤本植物 wine 酒 vinyl = polyvinyl = polyvinyl chloride 聚氯乙烯（PVC）
trestle,tre.stle,verified,tress.es,支撑架（提供纵向的支撑） truss 衍架 （大量三角形框架，转移拉力压力，提供长跨度支撑） 女性的长发
pugnacious,pugn.acious,verified,im.pugn; re.pugn.ant,好争执的 v.质疑 使人十分嫌恶的； pu ng .ent （味道）刺激性的；一针见血的；
solicitor,so.licit.or,verified,so.licit; e.licit; il.licit,vt.募集(钱)征求(意见); (妓女)拉客 (7852) vt.引出，诱出 adj.非法的 律师(100%)
cadence,cad.ence,verified,de.cad.ent,腐朽堕落的
refute,re.fute,verified,re.fuse; re.pute; re.but; re.fut.ation,v.拒绝 n.垃圾 n.名声 （19849） [rɪˈbʌt] 名词
